question,domain,reference,H_final,dH,d2H,dH_late,jsd_early,jsd_late,jsd_conv,mean_token_entropy,max_spike_z,greedy_ok,cove_ok,iti_ok
Does identical ATP1A3 mutation cause alternating hemiplegia of childhood and rapid-onset dystonia parkinsonism phenotypes?,medical,"The discordance of these phenotypes suggests that there are other undiscovered environmental, genetic, or epigenetic factors influencing the development of alternating hemiplegia of childhood or rapid",0.9759680032730103,-9.784473776817322,9.649366021156311,0.5041687786579132,0.6885020136833191,0.6081104874610901,0.080391526222229,0.8763449788093567,1.993056058883667,0,0,0
Does metabolic control analysis of the Trypanosoma cruzi peroxide detoxification pathway identify tryparedoxin as a suitable drug target?,medical,"These quantitative kinetic and metabolic analyses pointed out to TXN as a convenient drug target due to its low catalytic efficiency, high control on the flux of peroxide detoxification and role as pr",1.2844653129577637,-9.424328327178955,7.036838054656982,0.9869831502437592,0.6887516975402832,0.6550266742706299,0.03372502326965332,0.8982549905776978,2.054807186126709,0,0,0
Is basal Flt1 tyrosine kinase activity a positive regulator of endothelial survival and vascularization during zebrafish embryogenesis?,medical,Flt1-tyrosine kinase (TK) activity contributed significantly in endothelial cells survival and vascular development during embryo angiogenesis in zebrafish by engaging PI3K/Akt pathway.,1.2454147338867188,-9.479813575744629,9.659032344818115,0.8941439092159271,0.6873410940170288,0.6276986598968506,0.05964243412017822,0.5680530667304993,2.0127296447753906,1,1,1
Do immunizations with hepatitis B viral antigens and a TLR7/8 agonist adjuvant induce antigen-specific immune responses in HBV-transgenic mice?,medical,Immunization with CL097-conjugated HBV-Ag reversed immune tolerance in HBV-Tg mice and induced antigen-specific immune responses. TLR7/8 agonists appear to be potent adjuvants for the induction of ant,0.32832473516464233,-10.33548790216446,-7.936052858829498,-3.5759101510047913,0.6904106736183167,0.6367591619491577,0.053651511669158936,0.9229891300201416,1.4217534065246582,0,1,0
Are lobar microbleeds associated with a decline in executive functioning in older adults?,medical,"Lobar microbleeds, a marker of cerebral amyloid angiopathy, are associated with an accelerated rate of executive function decline. The presence of cerebral amyloid angiopathy may be an important sourc",0.9005134105682373,-9.886368036270142,7.590718030929565,0.49537110328674316,0.6907636523246765,0.6287429928779602,0.06202065944671631,0.2568820118904114,2.1097567081451416,1,1,1
Is self-reported physical activity in smoking pre-cessation a protective factor against relapse for all?,medical,"Previous quit attempts and professional activity were positive predictors of smoking abstinence, with alcohol use disorder a negative predictor. PA was not found to be a significant predictor of smoki",1.2848330736160278,-9.48321807384491,-2.3965128660202026,0.590785801410675,0.6894997954368591,0.6495866775512695,0.0399131178855896,0.5363696217536926,1.8326324224472046,0,0,0
Is breathlessness at rest the dominant presentation of patients admitted with heart failure?,medical,"Many patients admitted with HF are CARBOSE. Shortness of breath at rest may be more alarming, but those who are CARBOSE have a worse prognosis, perhaps reflecting more severe right heart dysfunction. ",0.5439356565475464,-10.21638023853302,-2.0449076890945435,0.4606400951743126,0.6885786056518555,0.6835363507270813,0.00504225492477417,0.2804362177848816,2.5943760871887207,0,0,0
Is delayed duodenal stump blow-out following total gastrectomy for cancer : Heightened awareness for the continued presence of the surgical past in the present the key to a successful duodenal stump d,medical,Several strategies have been proposed for the successful management post-gastrectomy duodenal stump disruption however; its treatment planning is absolutely determined by the presence or not of genera,2.1661670207977295,-8.59939980506897,-6.594202280044556,1.7439952492713928,0.6850829124450684,0.6329622268676758,0.05212068557739258,0.6453542709350586,2.147214651107788,1,1,1
Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?,medical,The results of our study do not support the early measurement of Lp-PLA2 mass or activity levels for confirming an ischemic etiology in patients experiencing minor or transient focal neurological even,1.085395336151123,-9.65953779220581,7.182056903839111,0.7397505939006805,0.689878523349762,0.6247545480728149,0.06512397527694702,0.20283716917037964,2.7006402015686035,1,1,1
Is osteoprotegerin associated with subclinical left ventricular systolic dysfunction in diabetic hypertensive patients : a speckle tracking study?,medical,Plasma OPG values could predict subclinical LV systolic dysfunction in diabetic hypertensive patients.,0.46274763345718384,-10.23217386007309,-7.402580201625824,-1.0027442574501038,0.6907883882522583,0.6636987924575806,0.027089595794677734,1.0368335247039795,1.3567817211151123,0,0,0
Do a new model for the standardization of experimental burn wounds?,medical,"This is a safe, reliable, easy to construct and use model that has the ability to produce a regular and uniform reproducible burn due to precise temperature control associated with standardized animal",1.787317156791687,-9.029347538948059,-8.155173420906067,-0.3821777105331421,0.685558557510376,0.6364561319351196,0.04910242557525635,0.7330408096313477,2.7149817943573,0,0,0
Does circulating atrial natriuretic peptide genetic association study identify a novel gene cluster associated with stroke in whites?,medical,This is the first large-scale genetic association study of circulating NT-proANP levels performed with replication and functional assessment that identified genetic variants in the MTHFR-CLCN6-NPPA-NP,0.38460519909858704,-10.340296000242233,2.2823388874530792,-0.09026440978050232,0.6910178661346436,0.6547626852989197,0.03625518083572388,1.086892008781433,1.2032679319381714,0,0,0
